trip,obs,country,city,mode,mode2,route,wo,ac,crowd,co2,lnco2,over,season
106,3,0,0,1,2,0,1,2,1,869,6.767343125,0,Winter
106,4,0,0,1,2,0,1,2,1,874,6.773080376,0,Winter
106,5,0,0,1,2,0,1,2,1,939,6.844815479,0,Winter
106,6,0,0,1,2,0,1,2,1,954,6.860663671,0,Winter
106,7,0,0,1,2,0,1,2,1,996,6.903747258,0,Winter
106,8,0,0,1,2,0,1,2,1,1007,6.914730893,1,Winter
106,9,0,0,1,2,0,1,2,1,1039,6.946013991,1,Winter
106,10,0,0,1,2,0,1,2,1,765,6.639875834,0,Winter
107,1,0,0,1,2,0,1,2,3,591,6.381816017,0,Winter
107,2,0,0,1,2,0,1,2,3,608,6.410174882,0,Winter
107,3,0,0,1,2,0,1,2,3,618,6.426488457,0,Winter
107,4,0,0,1,2,0,1,2,3,634,6.452048954,0,Winter
107,5,0,0,1,2,0,1,2,3,673,6.51174533,0,Winter
107,6,0,0,1,2,0,1,2,3,695,6.543911846,0,Winter
107,7,0,0,1,2,0,1,2,3,697,6.546785411,0,Winter
107,8,0,0,1,2,0,1,2,3,659,6.490723535,0,Winter
107,9,0,0,1,2,0,1,2,3,672,6.510258341,0,Winter
107,10,0,0,1,2,0,1,2,3,689,6.535241271,0,Winter
107,11,0,0,1,2,0,1,2,3,662,6.495265556,0,Winter
107,12,0,0,1,2,0,1,2,3,636,6.455198563,0,Winter
107,13,0,0,1,2,0,1,2,3,628,6.442540166,0,Winter
108,1,0,0,1,2,0,1,2,2,675,6.514712691,0,Winter
108,2,0,0,1,2,0,1,2,2,669,6.50578406,0,Winter
108,3,0,0,1,2,0,1,2,2,667,6.502790046,0,Winter
108,4,0,0,1,2,0,1,2,2,649,6.475432717,0,Winter
108,5,0,0,1,2,0,1,2,2,662,6.495265556,0,Winter
108,6,0,0,1,2,0,1,2,2,658,6.489204931,0,Winter
108,7,0,0,1,2,0,1,2,2,660,6.492239835,0,Winter
108,8,0,0,1,2,0,1,2,2,657,6.487684018,0,Winter
108,9,0,0,1,2,0,1,2,2,658,6.489204931,0,Winter
108,10,0,0,1,2,0,1,2,2,639,6.459904454,0,Winter
108,11,0,0,1,2,0,1,2,2,631,6.447305863,0,Winter
108,12,0,0,1,2,0,1,2,2,616,6.423246964,0,Winter
108,13,0,0,1,2,0,1,2,2,613,6.418364936,0,Winter
108,14,0,0,1,2,0,1,2,2,575,6.354370041,0,Winter
109,1,0,0,1,2,0,1,2,3,740,6.606650186,0,Winter
109,2,0,0,1,2,0,1,2,3,792,6.674561392,0,Winter
109,3,0,0,1,2,0,1,2,3,855,6.751101469,0,Winter
109,4,0,0,1,2,0,1,2,3,900,6.802394763,0,Winter
109,5,0,0,1,2,0,1,2,3,929,6.834108739,0,Winter
109,6,0,0,1,2,0,1,2,3,957,6.863803391,0,Winter
109,7,0,0,1,2,0,1,2,3,966,6.873163834,0,Winter
109,8,0,0,1,2,0,1,2,3,931,6.836259277,0,Winter
109,9,0,0,1,2,0,1,2,3,930,6.835184586,0,Winter
109,10,0,0,1,2,0,1,2,3,908,6.811244379,0,Winter
109,11,0,0,1,2,0,1,2,3,768,6.643789733,0,Winter
109,12,0,0,1,2,0,1,2,3,626,6.439350371,0,Winter
110,1,0,0,1,2,0,1,2,1,630,6.445719819,0,Autumn
110,2,0,0,1,2,0,1,2,1,677,6.517671273,0,Autumn
110,3,0,0,1,2,0,1,2,1,722,6.582025139,0,Autumn
110,4,0,0,1,2,0,1,2,1,748,6.617402978,0,Autumn
110,5,0,0,1,2,0,1,2,1,788,6.66949809,0,Autumn
110,6,0,0,1,2,0,1,2,1,794,6.677083461,0,Autumn
110,7,0,0,1,2,0,1,2,1,819,6.708084084,0,Autumn
110,8,0,0,1,2,0,1,2,1,846,6.74051936,0,Autumn
110,9,0,0,1,2,0,1,2,1,831,6.722629795,0,Autumn
110,10,0,0,1,2,0,1,2,1,727,6.588926478,0,Autumn
111,1,0,0,1,2,0,1,2,1,582,6.366470448,0,Autumn
111,2,0,0,1,2,0,1,2,1,644,6.467698726,0,Autumn
111,3,0,0,1,2,0,1,2,1,680,6.522092798,0,Autumn
111,4,0,0,1,2,0,1,2,1,678,6.519147288,0,Autumn
111,5,0,0,1,2,0,1,2,1,682,6.525029658,0,Autumn
111,6,0,0,1,2,0,1,2,1,700,6.551080335,0,Autumn
111,7,0,0,1,2,0,1,2,1,668,6.504288174,0,Autumn
111,8,0,0,1,2,0,1,2,1,671,6.508769137,0,Autumn
111,9,0,0,1,2,0,1,2,1,652,6.480044562,0,Autumn
111,10,0,0,1,2,0,1,2,1,678,6.519147288,0,Autumn
111,11,0,0,1,2,0,1,2,1,695,6.543911846,0,Autumn
111,12,0,0,1,2,0,1,2,1,686,6.530877628,0,Autumn
111,13,0,0,1,2,0,1,2,1,675,6.514712691,0,Autumn
111,14,0,0,1,2,0,1,2,1,647,6.472346295,0,Autumn
111,15,0,0,1,2,0,1,2,1,616,6.423246964,0,Autumn
112,1,0,0,1,2,0,1,2,3,743,6.610696045,0,Autumn
112,2,0,0,1,2,0,1,2,3,732,6.595780514,0,Autumn
112,3,0,0,1,2,0,1,2,3,782,6.661854741,0,Autumn
112,4,0,0,1,2,0,1,2,3,878,6.777646594,0,Autumn
112,5,0,0,1,2,0,1,2,3,904,6.80682936,0,Autumn
112,6,0,0,1,2,0,1,2,3,872,6.770789424,0,Autumn
112,7,0,0,1,2,0,1,2,3,796,6.679599186,0,Autumn
112,8,0,0,1,2,0,1,2,3,839,6.732210706,0,Autumn
112,9,0,0,1,2,0,1,2,3,845,6.739336627,0,Autumn
112,10,0,0,1,2,0,1,2,3,826,6.716594774,0,Autumn
112,11,0,0,1,2,0,1,2,3,828,6.719013154,0,Autumn
112,12,0,0,1,2,0,1,2,3,804,6.689599269,0,Autumn
112,13,0,0,1,2,0,1,2,3,798,6.682108597,0,Autumn
112,14,0,0,1,2,0,1,2,3,738,6.603943825,0,Autumn
113,1,0,0,1,2,0,1,2,2,600,6.396929655,0,Autumn
113,2,0,0,1,2,0,1,2,2,604,6.403574198,0,Autumn
113,3,0,0,1,2,0,1,2,2,591,6.381816017,0,Autumn
113,4,0,0,1,2,0,1,2,2,663,6.49677499,0,Autumn
113,5,0,0,1,2,0,1,2,2,780,6.65929392,0,Autumn
113,6,0,0,1,2,0,1,2,2,868,6.766191715,0,Autumn
113,7,0,0,1,2,0,1,2,2,943,6.849066283,0,Autumn
113,8,0,0,1,2,0,1,2,2,993,6.900730664,0,Autumn
113,9,0,0,1,2,0,1,2,2,1050,6.956545443,1,Autumn
113,10,0,0,1,2,0,1,2,2,1064,6.96979067,1,Autumn
113,11,0,0,1,2,0,1,2,2,1081,6.985641818,1,Autumn
113,12,0,0,1,2,0,1,2,2,1107,7.009408933,1,Autumn
113,13,0,0,1,2,0,1,2,2,1130,7.029972912,1,Autumn
113,14,0,0,1,2,0,1,2,2,1144,7.042286172,1,Autumn
113,15,0,0,1,2,0,1,2,2,1139,7.037905963,1,Autumn
113,16,0,0,1,2,0,1,2,2,1124,7.02464903,1,Autumn
113,17,0,0,1,2,0,1,2,2,1119,7.020190708,1,Autumn
113,18,0,0,1,2,0,1,2,2,1159,7.055312843,1,Autumn
113,19,0,0,1,2,0,1,2,2,1125,7.025538315,1,Autumn
113,20,0,0,1,2,0,1,2,2,1073,6.978213743,1,Autumn
113,21,0,0,1,2,0,1,2,2,1083,6.987490247,1,Autumn
114,1,0,0,1,2,0,1,2,1,717,6.575075841,0,Autumn
114,2,0,0,1,2,0,1,2,1,730,6.593044534,0,Autumn
114,3,0,0,1,2,0,1,2,1,712,6.568077911,0,Autumn
114,4,0,0,1,2,0,1,2,1,729,6.591673732,0,Autumn
114,5,0,0,1,2,0,1,2,1,763,6.637258031,0,Autumn
114,6,0,0,1,2,0,1,2,1,785,6.665683718,0,Autumn
114,7,0,0,1,2,0,1,2,1,763,6.637258031,0,Autumn
114,8,0,0,1,2,0,1,2,1,744,6.612041035,0,Autumn
114,9,0,0,1,2,0,1,2,2,747,6.616065185,0,Autumn
114,10,0,0,1,2,0,1,2,2,782,6.661854741,0,Autumn
114,11,0,0,1,2,0,1,2,2,803,6.688354714,0,Autumn
114,12,0,0,1,2,0,1,2,2,770,6.646390515,0,Autumn
114,13,0,0,1,2,0,1,2,2,757,6.629363253,0,Autumn
114,14,0,0,1,2,0,1,2,2,600,6.396929655,0,Autumn
114,15,0,0,1,2,0,1,2,2,584,6.369900983,0,Autumn
115,1,0,0,1,2,0,1,2,2,641,6.463029457,0,Autumn
115,2,0,0,1,2,0,1,2,2,641,6.463029457,0,Autumn
115,3,0,0,1,2,0,1,2,2,633,6.450470422,0,Autumn
115,4,0,0,1,2,0,1,2,2,657,6.487684018,0,Autumn
115,5,0,0,1,2,0,1,2,2,620,6.429719478,0,Autumn
115,6,0,0,1,2,0,1,2,2,651,6.478509642,0,Autumn
115,7,0,0,1,2,0,1,2,2,652,6.480044562,0,Autumn
115,8,0,0,1,2,0,1,2,2,656,6.486160789,0,Autumn
115,9,0,0,1,2,0,1,2,2,662,6.495265556,0,Autumn
115,10,0,0,1,2,0,1,2,2,649,6.475432717,0,Autumn
115,11,0,0,1,2,0,1,2,2,657,6.487684018,0,Autumn
116,1,0,0,1,2,10,1,2,2,681,6.523562306,0,Autumn
116,2,0,0,1,2,10,1,2,2,731,6.59441346,0,Autumn
116,3,0,0,1,2,10,1,2,2,733,6.597145702,0,Autumn
116,4,0,0,1,2,10,1,2,2,752,6.622736324,0,Autumn
116,5,0,0,1,2,10,1,2,2,754,6.625392368,0,Autumn
116,6,0,0,1,2,10,1,2,2,759,6.632001777,0,Autumn
116,7,0,0,1,2,10,1,2,2,773,6.650279049,0,Autumn
116,8,0,0,1,2,10,1,2,2,743,6.610696045,0,Autumn
116,9,0,0,1,2,10,1,2,2,745,6.613384218,0,Autumn
116,10,0,0,1,2,10,1,2,2,735,6.599870499,0,Autumn
116,11,0,0,1,2,10,1,2,2,712,6.568077911,0,Autumn
117,1,0,0,1,2,10,2,1,2,617,6.424869024,0,Autumn
117,2,0,0,1,2,10,2,1,2,629,6.444131257,0,Autumn
117,3,0,0,1,2,10,2,1,2,667,6.502790046,0,Autumn
117,4,0,0,1,2,10,2,1,2,671,6.508769137,0,Autumn
117,5,0,0,1,2,10,2,1,2,696,6.54534966,0,Autumn
117,6,0,0,1,2,10,2,1,2,719,6.577861358,0,Autumn
118,1,0,0,1,2,0,1,2,3,667,6.502790046,0,Autumn
118,2,0,0,1,2,0,1,2,3,709,6.563855527,0,Autumn
118,3,0,0,1,2,0,1,2,3,724,6.584791392,0,Autumn
118,4,0,0,1,2,0,1,2,3,719,6.577861358,0,Autumn
118,5,0,0,1,2,0,1,2,3,735,6.599870499,0,Autumn
118,6,0,0,1,2,0,1,2,3,811,6.698268054,0,Autumn
118,7,0,0,1,2,0,1,2,3,827,6.717804695,0,Autumn
118,8,0,0,1,2,0,1,2,3,786,6.666956792,0,Autumn
118,9,0,0,1,2,0,1,2,3,761,6.634633358,0,Autumn
118,10,0,0,1,2,0,1,2,3,756,6.628041376,0,Autumn
118,11,0,0,1,2,0,1,2,3,731,6.59441346,0,Autumn
118,12,0,0,1,2,0,1,2,3,781,6.66057515,0,Autumn
118,13,0,0,1,2,0,1,2,3,786,6.666956792,0,Autumn
118,14,0,0,1,2,0,1,2,3,791,6.673297968,0,Autumn
118,15,0,0,1,2,0,1,2,3,791,6.673297968,0,Autumn
118,16,0,0,1,2,0,1,2,3,807,6.693323668,0,Autumn
118,17,0,0,1,2,0,1,2,3,791,6.673297968,0,Autumn
118,18,0,0,1,2,0,1,2,3,821,6.710523109,0,Autumn
118,19,0,0,1,2,0,1,2,3,731,6.59441346,0,Autumn
118,20,0,0,1,2,0,1,2,3,755,6.626717749,0,Autumn
118,21,0,0,1,2,0,1,2,3,746,6.6147256,0,Autumn
118,22,0,0,1,2,0,1,2,3,744,6.612041035,0,Autumn
118,23,0,0,1,2,0,1,2,3,761,6.634633358,0,Autumn
118,24,0,0,1,2,0,1,2,3,618,6.426488457,0,Autumn
118,25,0,0,1,2,0,1,2,3,601,6.398594935,0,Autumn
119,1,0,0,1,2,0,2,1,3,990,6.897704943,0,Autumn
119,2,0,0,1,2,0,2,1,3,925,6.829793738,0,Autumn
119,3,0,0,1,2,0,2,1,3,788,6.66949809,0,Autumn
119,4,0,0,1,2,0,2,1,3,840,6.733401892,0,Autumn
119,5,0,0,1,2,0,2,1,3,811,6.698268054,0,Autumn
119,6,0,0,1,2,0,2,1,3,723,6.583409222,0,Autumn
119,7,0,0,1,2,0,2,1,3,779,6.658011046,0,Autumn
119,8,0,0,1,2,0,2,1,3,871,6.769641977,0,Autumn
119,9,0,0,1,2,0,2,1,3,761,6.634633358,0,Autumn
119,10,0,0,1,2,0,2,1,3,723,6.583409222,0,Autumn
119,11,0,0,1,2,0,2,1,3,719,6.577861358,0,Autumn
119,12,0,0,1,2,0,2,1,3,729,6.591673732,0,Autumn
119,13,0,0,1,2,0,2,1,3,771,6.647688374,0,Autumn
120,1,0,0,1,2,10,1,1,2,877,6.776506992,0,Autumn
120,2,0,0,1,2,10,1,1,2,932,6.837332815,0,Autumn
120,3,0,0,1,2,10,1,1,2,992,6.899723107,0,Autumn
120,4,0,0,1,2,10,1,1,2,1024,6.931471806,1,Autumn
120,5,0,0,1,2,10,1,1,2,1034,6.941190055,1,Autumn
120,6,0,0,1,2,10,1,1,2,1047,6.953684211,1,Autumn
120,7,0,0,1,2,10,1,1,2,1088,6.992096427,1,Autumn
120,8,0,0,1,2,10,1,1,2,1101,7.003974137,1,Autumn
120,9,0,0,1,2,10,1,1,2,1128,7.028201432,1,Autumn
120,10,0,0,1,2,10,1,1,2,1166,7.061334367,1,Autumn
120,11,0,0,1,2,10,1,1,2,1183,7.075808864,1,Autumn
120,12,0,0,1,2,10,1,1,2,1199,7.089243155,1,Autumn
120,13,0,0,1,2,10,1,1,2,1209,7.097548851,1,Autumn
120,14,0,0,1,2,10,1,1,2,1184,7.076653815,1,Autumn
120,15,0,0,1,2,10,1,1,2,1191,7.082548569,1,Autumn
120,16,0,0,1,2,10,1,1,2,611,6.415096959,0,Autumn
120,17,0,0,1,2,10,1,1,2,514,6.242223265,0,Autumn
121,1,0,0,1,2,0,1,2,2,585,6.371611847,0,Autumn
121,2,0,0,1,2,0,1,2,2,644,6.467698726,0,Autumn
121,3,0,0,1,2,0,1,2,2,667,6.502790046,0,Autumn
121,4,0,0,1,2,0,1,2,2,667,6.502790046,0,Autumn
121,5,0,0,1,2,0,1,2,2,673,6.51174533,0,Autumn
121,6,0,0,1,2,0,1,2,2,673,6.51174533,0,Autumn
121,7,0,0,1,2,0,1,2,2,676,6.516193076,0,Autumn
121,8,0,0,1,2,0,1,2,2,679,6.520621128,0,Autumn
121,9,0,0,1,2,0,1,2,2,673,6.51174533,0,Autumn
121,10,0,0,1,2,0,1,2,2,671,6.508769137,0,Autumn
122,1,0,0,1,2,0,1,2,3,794,6.677083461,0,Autumn
122,2,0,0,1,2,0,1,2,3,786,6.666956792,0,Autumn
122,3,0,0,1,2,0,1,2,3,846,6.74051936,0,Autumn
123,1,0,0,1,2,0,1,2,3,642,6.464588304,0,Autumn
123,2,0,0,1,2,0,1,2,3,695,6.543911846,0,Autumn
123,3,0,0,1,2,0,1,2,3,732,6.595780514,0,Autumn
123,4,0,0,1,2,0,1,2,3,769,6.64509097,0,Autumn
123,5,0,0,1,2,0,1,2,3,771,6.647688374,0,Autumn
123,6,0,0,1,2,0,1,2,3,683,6.52649486,0,Autumn
123,7,0,0,1,2,0,1,2,3,699,6.549650742,0,Autumn
123,8,0,0,1,2,0,1,2,3,709,6.563855527,0,Autumn
124,1,0,0,1,2,0,1,2,2,648,6.473890696,0,Autumn
124,2,0,0,1,2,0,1,2,2,670,6.507277712,0,Autumn
124,3,0,0,1,2,0,1,2,2,706,6.559615237,0,Autumn
124,4,0,0,1,2,0,1,2,2,754,6.625392368,0,Autumn
124,5,0,0,1,2,0,1,2,2,743,6.610696045,0,Autumn
124,6,0,0,1,2,0,1,2,2,700,6.551080335,0,Autumn
124,7,0,0,1,2,0,1,2,2,703,6.555356892,0,Autumn
125,1,0,0,1,2,0,1,2,2,1013,6.920671504,1,Autumn
125,2,0,0,1,2,0,1,2,2,1107,7.009408933,1,Autumn
125,3,0,0,1,2,0,1,2,2,1122,7.022868086,1,Autumn
125,4,0,0,1,2,0,1,2,2,1159,7.055312843,1,Autumn
125,5,0,0,1,2,0,1,2,2,1160,7.056175284,1,Autumn
125,6,0,0,1,2,0,1,2,2,1180,7.073269717,1,Autumn
125,7,0,0,1,2,0,1,2,2,1160,7.056175284,1,Autumn
125,8,0,0,1,2,0,1,2,2,1182,7.074963198,1,Autumn
125,9,0,0,1,2,0,1,2,2,1190,7.081708586,1,Autumn
125,10,0,0,1,2,0,1,2,2,1191,7.082548569,1,Autumn
125,11,0,0,1,2,0,1,2,2,1185,7.077498054,1,Autumn
125,12,0,0,1,2,0,1,2,2,1200,7.090076836,1,Autumn
125,13,0,0,1,2,0,1,2,2,1202,7.091742115,1,Autumn
125,14,0,0,1,2,0,1,2,2,1198,7.088408779,1,Autumn
125,15,0,0,1,2,0,1,2,2,1219,7.105786129,1,Autumn
125,16,0,0,1,2,0,1,2,2,640,6.461468176,0,Autumn
126,1,0,0,1,2,0,1,2,1,580,6.363028104,0,Autumn
126,2,0,0,1,2,0,1,2,1,581,6.364750757,0,Autumn
126,3,0,0,1,2,0,1,2,1,584,6.369900983,0,Autumn
126,4,0,0,1,2,0,1,2,1,565,6.336825731,0,Autumn
126,5,0,0,1,2,0,1,2,1,560,6.327936784,0,Autumn
126,6,0,0,1,2,0,1,2,1,597,6.391917113,0,Autumn
126,7,0,0,1,2,0,1,2,1,589,6.378426184,0,Autumn
126,8,0,0,1,2,0,1,2,1,576,6.356107661,0,Autumn
126,9,0,0,1,2,0,1,2,1,593,6.385194399,0,Autumn
126,10,0,0,1,2,0,1,2,1,614,6.419994928,0,Autumn
126,11,0,0,1,2,0,1,2,2,660,6.492239835,0,Autumn
126,12,0,0,1,2,0,1,2,2,629,6.444131257,0,Autumn
126,13,0,0,1,2,0,1,2,2,637,6.456769656,0,Autumn
126,14,0,0,1,2,0,1,2,2,595,6.388561406,0,Autumn
127,1,0,0,1,2,0,1,2,2,648,6.473890696,0,Autumn
127,2,0,0,1,2,0,1,2,2,637,6.456769656,0,Autumn
127,3,0,0,1,2,0,1,2,2,633,6.450470422,0,Autumn
127,4,0,0,1,2,0,1,2,2,626,6.439350371,0,Autumn
127,5,0,0,1,2,0,1,2,2,603,6.401917197,0,Autumn
127,6,0,0,1,2,0,1,2,2,600,6.396929655,0,Autumn
127,7,0,0,1,2,0,1,2,2,624,6.436150368,0,Autumn
127,8,0,0,1,2,0,1,2,2,634,6.452048954,0,Autumn
127,9,0,0,1,2,0,1,2,2,650,6.476972363,0,Autumn
127,10,0,0,1,2,0,1,2,2,629,6.444131257,0,Autumn
127,11,0,0,1,2,0,1,2,2,584,6.369900983,0,Autumn
127,12,0,0,1,2,0,1,2,2,571,6.34738921,0,Autumn
127,13,0,0,1,2,0,1,2,2,591,6.381816017,0,Autumn
127,14,0,0,1,2,0,1,2,2,591,6.381816017,0,Autumn
127,15,0,0,1,2,0,1,2,2,546,6.302618976,0,Autumn
128,1,0,0,1,2,0,2,2,2,580,6.363028104,0,Autumn
128,2,0,0,1,2,0,2,2,2,622,6.432940093,0,Autumn
128,3,0,0,1,2,0,2,2,2,673,6.51174533,0,Autumn
128,4,0,0,1,2,0,2,2,2,643,6.466144724,0,Autumn
128,5,0,0,1,2,0,2,2,2,661,6.49375384,0,Autumn
128,6,0,0,1,2,0,2,2,2,702,6.553933404,0,Autumn
128,7,0,0,1,2,0,2,2,2,667,6.502790046,0,Autumn
128,8,0,0,1,2,0,2,2,2,593,6.385194399,0,Autumn
128,9,0,0,1,2,0,2,2,2,609,6.411818268,0,Autumn
128,10,0,0,1,2,0,2,2,2,642,6.464588304,0,Autumn
128,11,0,0,1,2,0,2,2,2,647,6.472346295,0,Autumn
128,12,0,0,1,2,0,2,2,2,615,6.421622268,0,Autumn
128,13,0,0,1,2,0,2,2,2,646,6.470799504,0,Autumn
128,14,0,0,1,2,0,2,2,2,595,6.388561406,0,Autumn
128,15,0,0,1,2,0,2,2,2,613,6.418364936,0,Autumn
128,16,0,0,1,2,0,2,2,2,603,6.401917197,0,Autumn
128,17,0,0,1,2,0,2,2,2,629,6.444131257,0,Autumn
128,18,0,0,1,2,0,2,2,2,639,6.459904454,0,Autumn
128,19,0,0,1,2,0,2,2,2,570,6.345636361,0,Autumn
128,20,0,0,1,2,0,2,2,2,530,6.272877007,0,Autumn
129,1,0,0,1,2,0,1,2,1,656,6.486160789,0,Autumn
129,2,0,0,1,2,0,1,2,1,688,6.533788838,0,Autumn
129,3,0,0,1,2,0,1,2,1,725,6.586171655,0,Autumn
129,4,0,0,1,2,0,1,2,1,732,6.595780514,0,Autumn
129,5,0,0,1,2,0,1,2,1,776,6.65415252,0,Autumn
129,6,0,0,1,2,0,1,2,1,800,6.684611728,0,Autumn
129,7,0,0,1,2,0,1,2,1,834,6.726233402,0,Autumn
129,8,0,0,1,2,0,1,2,1,866,6.763884909,0,Autumn
129,9,0,0,1,2,0,1,2,1,877,6.776506992,0,Autumn
129,10,0,0,1,2,0,1,2,1,893,6.794586581,0,Autumn
129,11,0,0,1,2,0,1,2,1,891,6.792344427,0,Autumn
129,12,0,0,1,2,0,1,2,1,904,6.80682936,0,Autumn
129,13,0,0,1,2,0,1,2,1,913,6.816735881,0,Autumn
129,14,0,0,1,2,0,1,2,1,891,6.792344427,0,Autumn
129,15,0,0,1,2,0,1,2,1,849,6.744059186,0,Autumn
130,1,0,0,1,2,0,1,2,2,588,6.376726948,0,Autumn
130,2,0,0,1,2,0,1,2,2,618,6.426488457,0,Autumn
130,3,0,0,1,2,0,1,2,2,614,6.419994928,0,Autumn
130,4,0,0,1,2,0,1,2,2,646,6.470799504,0,Autumn
130,5,0,0,1,2,0,1,2,2,644,6.467698726,0,Autumn
130,6,0,0,1,2,0,1,2,2,687,6.532334292,0,Autumn
130,7,0,0,1,2,0,1,2,2,668,6.504288174,0,Autumn
130,8,0,0,1,2,0,1,2,2,670,6.507277712,0,Autumn
130,9,0,0,1,2,0,1,2,2,662,6.495265556,0,Autumn
130,10,0,0,1,2,0,1,2,3,685,6.529418838,0,Autumn
130,11,0,0,1,2,0,1,2,3,693,6.541029999,0,Autumn
130,12,0,0,1,2,0,1,2,3,688,6.533788838,0,Autumn
130,13,0,0,1,2,0,1,2,3,624,6.436150368,0,Autumn
131,1,0,0,1,2,0,1,2,2,667,6.502790046,0,Autumn
131,2,0,0,1,2,0,1,2,2,639,6.459904454,0,Autumn
131,3,0,0,1,2,0,1,2,2,643,6.466144724,0,Autumn
131,4,0,0,1,2,0,1,2,2,636,6.455198563,0,Autumn
131,5,0,0,1,2,0,1,2,2,645,6.469250317,0,Autumn
131,6,0,0,1,2,0,1,2,2,667,6.502790046,0,Autumn
131,7,0,0,1,2,0,1,2,2,673,6.51174533,0,Autumn
131,8,0,0,1,2,0,1,2,2,732,6.595780514,0,Autumn
131,9,0,0,1,2,0,1,2,2,709,6.563855527,0,Autumn
131,10,0,0,1,2,0,1,2,2,686,6.530877628,0,Autumn
131,11,0,0,1,2,0,1,2,2,673,6.51174533,0,Autumn
131,12,0,0,1,2,0,1,2,2,631,6.447305863,0,Autumn
131,13,0,0,1,2,0,1,2,2,614,6.419994928,0,Autumn
131,14,0,0,1,2,0,1,2,2,626,6.439350371,0,Autumn
132,1,0,0,1,2,0,1,1,1,562,6.33150185,0,Autumn
132,2,0,0,1,2,0,1,1,1,588,6.376726948,0,Autumn
132,3,0,0,1,2,0,1,1,1,701,6.552507887,0,Autumn
132,4,0,0,1,2,0,1,1,1,727,6.588926478,0,Autumn
132,5,0,0,1,2,0,1,1,1,777,6.65544035,0,Autumn
132,6,0,0,1,2,0,1,1,1,781,6.66057515,0,Autumn
132,7,0,0,1,2,0,1,1,1,793,6.675823222,0,Autumn
132,8,0,0,1,2,0,1,1,1,802,6.687108608,0,Autumn
132,9,0,0,1,2,0,1,1,1,814,6.701960366,0,Autumn
132,10,0,0,1,2,0,1,1,1,804,6.689599269,0,Autumn
132,11,0,0,1,2,0,1,1,1,832,6.723832441,0,Autumn
132,12,0,0,1,2,0,1,1,1,796,6.679599186,0,Autumn
132,13,0,0,1,2,0,1,1,1,809,6.695798917,0,Autumn
132,14,0,0,1,2,0,1,1,1,780,6.65929392,0,Autumn
132,15,0,0,1,2,0,1,1,1,787,6.668228248,0,Autumn
132,16,0,0,1,2,0,1,1,1,799,6.683360946,0,Autumn
132,17,0,0,1,2,0,1,1,1,747,6.616065185,0,Autumn
133,1,0,0,1,2,0,1,2,2,1181,7.074116816,1,Autumn
133,2,0,0,1,2,0,1,2,2,1285,7.158513997,1,Autumn
133,3,0,0,1,2,0,1,2,2,1379,7.229113878,1,Autumn
133,4,0,0,1,2,0,1,2,2,1421,7.259116128,1,Autumn
133,5,0,0,1,2,0,1,2,2,1443,7.274479559,1,Autumn
133,6,0,0,1,2,0,1,2,2,1481,7.300472814,1,Autumn
133,7,0,0,1,2,0,1,2,2,1475,7.296413269,1,Autumn
133,8,0,0,1,2,0,1,2,2,1474,7.295735073,1,Autumn
133,9,0,0,1,2,0,1,2,2,1478,7.298445102,1,Autumn
133,10,0,0,1,2,0,1,2,2,1462,7.28756064,1,Autumn
133,11,0,0,1,2,0,1,2,2,1412,7.252762418,1,Autumn
133,12,0,0,1,2,0,1,2,2,917,6.821107472,0,Autumn
133,13,0,0,1,2,0,1,2,2,649,6.475432717,0,Autumn
134,1,0,0,1,2,0,1,2,2,652,6.480044562,0,Autumn
134,2,0,0,1,2,0,1,2,2,669,6.50578406,0,Autumn
134,3,0,0,1,2,0,1,2,2,664,6.498282149,0,Autumn
134,4,0,0,1,2,0,1,2,2,672,6.510258341,0,Autumn
134,5,0,0,1,2,0,1,2,2,668,6.504288174,0,Autumn
134,6,0,0,1,2,0,1,2,2,688,6.533788838,0,Autumn
134,7,0,0,1,2,0,1,2,2,683,6.52649486,0,Autumn
134,8,0,0,1,2,0,1,2,2,683,6.52649486,0,Autumn
134,9,0,0,1,2,0,1,2,2,682,6.525029658,0,Autumn
134,10,0,0,1,2,0,1,2,2,693,6.541029999,0,Autumn
134,11,0,0,1,2,0,1,2,2,700,6.551080335,0,Autumn
134,12,0,0,1,2,0,1,2,2,706,6.559615237,0,Autumn
134,13,0,0,1,2,0,1,2,2,671,6.508769137,0,Autumn
134,14,0,0,1,2,0,1,2,2,637,6.456769656,0,Autumn
135,1,0,0,1,2,0,1,2,2,564,6.335054251,0,Autumn
135,2,0,0,1,2,0,1,2,2,607,6.408528791,0,Autumn
135,3,0,0,1,2,0,1,2,2,608,6.410174882,0,Autumn
135,4,0,0,1,2,0,1,2,2,638,6.458338283,0,Autumn
135,5,0,0,1,2,0,1,2,2,640,6.461468176,0,Autumn
135,6,0,0,1,2,0,1,2,2,648,6.473890696,0,Autumn
135,7,0,0,1,2,0,1,2,2,648,6.473890696,0,Autumn
135,8,0,0,1,2,0,1,2,2,656,6.486160789,0,Autumn
135,9,0,0,1,2,0,1,2,2,647,6.472346295,0,Autumn
135,10,0,0,1,2,0,1,2,2,644,6.467698726,0,Autumn
135,11,0,0,1,2,0,1,2,2,655,6.484635236,0,Autumn
135,12,0,0,1,2,0,1,2,2,636,6.455198563,0,Autumn
135,13,0,0,1,2,0,1,2,2,617,6.424869024,0,Autumn
135,14,0,0,1,2,0,1,2,2,620,6.429719478,0,Autumn
