trip,obs,country,city,mode,mode2,route,wo,ac,crowd,co2,lnco2,over,season
1,1,0,0,2,3,0,1,2,1,553,6.315358002,0,Spring
1,2,0,0,2,3,0,1,2,1,566,6.338594078,0,Spring
1,3,0,0,2,3,0,1,2,1,552,6.313548046,0,Spring
1,4,0,0,2,3,0,1,2,1,551,6.311734809,0,Spring
1,5,0,0,2,3,0,1,2,1,596,6.390240667,0,Spring
1,6,0,0,2,3,0,1,2,1,592,6.383506635,0,Spring
1,7,0,0,2,3,0,1,2,1,609,6.411818268,0,Spring
1,8,0,0,2,3,0,1,2,1,620,6.429719478,0,Spring
1,9,0,0,2,3,0,1,2,1,606,6.406879986,0,Spring
1,10,0,0,2,3,0,1,2,1,570,6.345636361,0,Spring
1,11,0,0,2,3,0,1,2,1,580,6.363028104,0,Spring
1,12,0,0,2,3,0,1,2,1,579,6.361302478,0,Spring
1,13,0,0,2,3,0,1,2,1,563,6.333279628,0,Spring
1,14,0,0,2,3,0,1,2,1,611,6.415096959,0,Spring
1,15,0,0,2,3,0,1,2,1,490,6.194405391,0,Spring
1,16,0,0,2,3,0,1,2,1,673,6.51174533,0,Spring
2,1,0,0,1,1,3,1,2,3,673,6.51174533,0,Spring
2,2,0,0,1,1,3,1,2,3,858,6.754604099,0,Spring
2,3,0,0,1,1,3,1,2,3,1074,6.979145275,1,Spring
2,4,0,0,1,1,3,1,2,3,1210,7.098375639,1,Spring
2,5,0,0,1,1,3,1,2,3,1260,7.138867,1,Spring
2,6,0,0,1,1,3,1,2,3,1189,7.080867897,1,Spring
2,7,0,0,1,1,3,1,2,3,1237,7.120444372,1,Spring
2,8,0,0,1,1,3,1,2,3,1256,7.135687347,1,Spring
2,9,0,0,1,1,3,1,2,3,1318,7.183870715,1,Spring
2,10,0,0,1,1,3,1,2,3,1393,7.239214974,1,Spring
2,11,0,0,1,1,3,1,2,3,1472,7.294377299,1,Spring
2,12,0,0,1,1,3,1,2,3,1380,7.229838778,1,Spring
2,13,0,0,1,1,3,1,2,3,1409,7.250635512,1,Spring
2,14,0,0,1,1,3,1,2,3,1524,7.329093736,1,Spring
2,15,0,0,1,1,3,1,2,3,1475,7.296413269,1,Spring
2,16,0,0,1,1,3,1,2,3,563,6.333279628,0,Spring
3,1,0,0,2,3,0,1,2,2,600,6.396929655,0,Spring
3,2,0,0,2,3,0,1,2,2,573,6.350885717,0,Spring
3,3,0,0,2,3,0,1,2,2,548,6.306275287,0,Spring
3,4,0,0,2,3,0,1,2,2,531,6.274762021,0,Spring
3,5,0,0,2,3,0,1,2,2,552,6.313548046,0,Spring
3,6,0,0,2,3,0,1,2,2,553,6.315358002,0,Spring
3,7,0,0,2,3,0,1,2,2,590,6.380122537,0,Spring
3,8,0,0,2,3,0,1,2,2,590,6.380122537,0,Spring
3,9,0,0,2,3,0,1,2,2,581,6.364750757,0,Spring
3,10,0,0,2,3,0,1,2,2,572,6.349138991,0,Spring
3,11,0,0,2,3,0,1,2,2,532,6.276643489,0,Spring
3,12,0,0,2,3,0,1,2,2,530,6.272877007,0,Spring
3,13,0,0,2,3,0,1,2,2,524,6.261491684,0,Spring
3,14,0,0,2,3,0,1,2,2,532,6.276643489,0,Spring
3,15,0,0,2,3,0,1,2,2,476,6.165417854,0,Spring
4,1,0,0,1,1,3,1,2,2,640,6.461468176,0,Spring
4,2,0,0,1,1,3,1,2,2,793,6.675823222,0,Spring
4,3,0,0,1,1,3,1,2,2,902,6.80461452,0,Spring
4,4,0,0,1,1,3,1,2,2,1018,6.925595197,1,Spring
4,5,0,0,1,1,3,1,2,2,1161,7.057036982,1,Spring
4,6,0,0,1,1,3,1,2,2,1222,7.10824414,1,Spring
4,7,0,0,1,1,3,1,2,2,1354,7.210818453,1,Spring
4,8,0,0,1,1,3,1,2,2,1421,7.259116128,1,Spring
4,9,0,0,1,1,3,1,2,2,1451,7.280008253,1,Spring
4,10,0,0,1,1,3,1,2,2,1518,7.325148958,1,Spring
4,11,0,0,1,1,3,1,2,2,1527,7.331060305,1,Spring
4,12,0,0,1,1,3,1,2,2,1527,7.331060305,1,Spring
4,13,0,0,1,1,3,1,2,2,1451,7.280008253,1,Spring
4,14,0,0,1,1,3,1,2,2,546,6.302618976,0,Spring
4,15,0,0,1,1,3,1,2,2,489,6.192362489,0,Spring
5,1,0,0,1,1,3,2,1,1,569,6.343880434,0,Spring
5,2,0,0,1,1,3,2,1,1,554,6.317164687,0,Spring
5,3,0,0,1,1,3,2,1,1,554,6.317164687,0,Spring
5,4,0,0,1,1,3,2,1,1,566,6.338594078,0,Spring
5,5,0,0,1,1,3,2,1,1,560,6.327936784,0,Spring
5,6,0,0,1,1,3,2,1,1,529,6.270988432,0,Spring
5,7,0,0,1,1,3,2,1,1,538,6.28785856,0,Spring
5,8,0,0,1,1,3,2,1,1,524,6.261491684,0,Spring
5,9,0,0,1,1,3,2,1,1,504,6.222576268,0,Spring
5,10,0,0,1,1,3,2,1,1,500,6.214608098,0,Spring
5,11,0,0,1,1,3,2,1,1,540,6.29156914,0,Spring
6,1,0,0,2,3,0,1,2,1,525,6.263398263,0,Spring
6,2,0,0,2,3,0,1,2,1,545,6.300785795,0,Spring
6,3,0,0,2,3,0,1,2,1,541,6.293419279,0,Spring
6,4,0,0,2,3,0,1,2,1,548,6.306275287,0,Spring
6,5,0,0,2,3,0,1,2,1,530,6.272877007,0,Spring
6,6,0,0,2,3,0,1,2,1,565,6.336825731,0,Spring
6,7,0,0,2,3,0,1,2,1,583,6.368187186,0,Spring
6,8,0,0,2,3,0,1,2,1,571,6.34738921,0,Spring
6,9,0,0,2,3,0,1,2,1,586,6.37331979,0,Spring
6,10,0,0,2,3,0,1,2,1,557,6.32256524,0,Spring
6,11,0,0,2,3,0,1,2,1,567,6.340359304,0,Spring
6,12,0,0,2,3,0,1,2,1,568,6.342121419,0,Spring
6,13,0,0,2,3,0,1,2,1,571,6.34738921,0,Spring
6,14,0,0,2,3,0,1,2,1,590,6.380122537,0,Spring
7,1,0,0,2,3,0,1,2,1,559,6.326149473,0,Spring
7,2,0,0,2,3,0,1,2,1,558,6.324358962,0,Spring
7,3,0,0,2,3,0,1,2,1,534,6.280395839,0,Spring
7,4,0,0,2,3,0,1,2,1,544,6.298949247,0,Spring
7,5,0,0,2,3,0,1,2,1,540,6.29156914,0,Spring
7,6,0,0,2,3,0,1,2,1,542,6.295266001,0,Spring
7,7,0,0,2,3,0,1,2,1,567,6.340359304,0,Spring
7,8,0,0,2,3,0,1,2,1,574,6.352629396,0,Spring
7,9,0,0,2,3,0,1,2,1,562,6.33150185,0,Spring
7,10,0,0,2,3,0,1,2,1,546,6.302618976,0,Spring
7,11,0,0,2,3,0,1,2,1,506,6.226536669,0,Spring
7,12,0,0,2,3,0,1,2,1,516,6.246106765,0,Spring
7,13,0,0,2,3,0,1,2,1,519,6.251903883,0,Spring
7,14,0,0,2,3,0,1,2,1,509,6.232448017,0,Spring
7,15,0,0,2,3,0,1,2,1,499,6.212606096,0,Spring
7,16,0,0,2,3,0,1,2,1,462,6.135564891,0,Spring
7,17,0,0,2,3,0,1,2,1,498,6.210600077,0,Spring
8,1,0,0,1,1,3,2,1,2,494,6.202535517,0,Spring
8,2,0,0,1,1,3,2,1,2,581,6.364750757,0,Spring
8,3,0,0,1,1,3,2,1,2,588,6.376726948,0,Spring
8,4,0,0,1,1,3,2,1,2,556,6.320768294,0,Spring
8,5,0,0,1,1,3,2,1,2,545,6.300785795,0,Spring
8,6,0,0,1,1,3,2,1,2,555,6.318968114,0,Spring
8,7,0,0,1,1,3,2,1,2,525,6.263398263,0,Spring
8,8,0,0,1,1,3,2,1,2,516,6.246106765,0,Spring
8,9,0,0,1,1,3,2,1,2,522,6.257667588,0,Spring
8,10,0,0,1,1,3,2,1,2,540,6.29156914,0,Spring
8,11,0,0,1,1,3,2,1,2,545,6.300785795,0,Spring
8,12,0,0,1,1,3,2,1,2,529,6.270988432,0,Spring
8,13,0,0,1,1,3,2,1,2,522,6.257667588,0,Spring
8,14,0,0,1,1,3,2,1,2,494,6.202535517,0,Spring
9,1,0,0,1,1,10,2,1,1,1055,6.961296046,1,Summer
9,2,0,0,1,1,10,2,1,1,1047,6.953684211,1,Summer
9,3,0,0,1,1,10,2,1,1,1053,6.959398512,1,Summer
9,4,0,0,1,1,10,2,1,1,1040,6.946975992,1,Summer
9,5,0,0,1,1,10,2,1,1,1036,6.943122423,1,Summer
9,6,0,0,1,1,10,2,1,1,1059,6.965080346,1,Summer
9,7,0,0,1,1,10,2,1,1,1057,6.963189986,1,Summer
9,8,0,0,1,1,10,2,1,1,1053,6.959398512,1,Summer
9,9,0,0,1,1,10,2,1,1,1075,6.980075941,1,Summer
9,10,0,0,1,1,10,2,1,1,1068,6.97354302,1,Summer
9,11,0,0,1,1,10,2,1,1,1069,6.974478911,1,Summer
9,12,0,0,1,1,10,2,1,1,1068,6.97354302,1,Summer
9,13,0,0,1,1,10,2,1,1,1092,6.995766156,1,Summer
9,14,0,0,1,1,10,2,1,1,1088,6.992096427,1,Summer
9,15,0,0,1,1,10,2,1,1,1089,6.993015123,1,Summer
9,16,0,0,1,1,10,2,1,1,1058,6.964135612,1,Summer
9,17,0,0,1,1,10,2,1,1,1022,6.929516771,1,Summer
9,18,0,0,1,1,10,2,1,1,1028,6.935370446,1,Summer
10,1,0,0,1,1,3,1,2,1,576,6.356107661,0,Summer
10,2,0,0,1,1,3,1,2,1,625,6.43775165,0,Summer
10,3,0,0,1,1,3,1,2,1,662,6.495265556,0,Summer
10,4,0,0,1,1,3,1,2,1,789,6.670766321,0,Summer
10,5,0,0,1,1,3,1,2,1,786,6.666956792,0,Summer
10,6,0,0,1,1,3,1,2,1,786,6.666956792,0,Summer
10,7,0,0,1,1,3,1,2,1,742,6.609349243,0,Summer
10,8,0,0,1,1,3,1,2,1,778,6.656726524,0,Summer
10,9,0,0,1,1,3,1,2,1,752,6.622736324,0,Summer
10,10,0,0,1,1,3,1,2,1,723,6.583409222,0,Summer
10,11,0,0,1,1,3,1,2,1,736,6.601230119,0,Summer
10,12,1,2,3,2,5,2,1,3,1396,7.241366283,1,
10,13,1,2,3,2,5,2,1,3,1330,7.192934221,1,
10,14,1,2,3,2,5,2,1,3,1316,7.182352112,1,
10,15,1,2,3,2,5,2,1,3,1281,7.155396302,1,
11,1,0,0,2,3,0,1,2,1,500,6.214608098,0,Summer
11,2,0,0,2,3,0,1,2,1,500,6.214608098,0,Summer
11,3,0,0,2,3,0,1,2,1,510,6.234410726,0,Summer
11,4,0,0,2,3,0,1,2,1,509,6.232448017,0,Summer
11,5,0,0,2,3,0,1,2,1,496,6.206575927,0,Summer
11,6,0,0,2,3,0,1,2,1,514,6.242223265,0,Summer
11,7,0,0,2,3,0,1,2,1,506,6.226536669,0,Summer
11,8,0,0,2,3,0,1,2,1,535,6.282266747,0,Summer
11,9,0,0,2,3,0,1,2,1,552,6.313548046,0,Summer
11,10,0,0,2,3,0,1,2,1,546,6.302618976,0,Summer
11,11,0,0,2,3,0,1,2,1,546,6.302618976,0,Summer
11,12,0,0,2,3,0,1,2,1,527,6.267200549,0,Summer
11,13,0,0,2,3,0,1,2,1,507,6.228511004,0,Summer
11,14,0,0,2,3,0,1,2,1,517,6.248042875,0,Summer
12,1,0,0,2,3,0,1,2,1,566,6.338594078,0,Summer
12,2,0,0,2,3,0,1,2,1,547,6.304448802,0,Summer
12,3,0,0,2,3,0,1,2,1,549,6.308098442,0,Summer
12,4,0,0,2,3,0,1,2,1,547,6.304448802,0,Summer
12,5,0,0,2,3,0,1,2,1,551,6.311734809,0,Summer
12,6,0,0,2,3,0,1,2,1,547,6.304448802,0,Summer
12,7,0,0,2,3,0,1,2,1,555,6.318968114,0,Summer
12,8,0,0,2,3,0,1,2,1,553,6.315358002,0,Summer
12,9,0,0,2,3,0,1,2,1,548,6.306275287,0,Summer
12,10,0,0,2,3,0,1,2,1,535,6.282266747,0,Summer
12,11,0,0,2,3,0,1,2,1,513,6.240275845,0,Summer
12,12,0,0,2,3,0,1,2,1,526,6.265301213,0,Summer
12,13,0,0,2,3,0,1,2,1,500,6.214608098,0,Summer
12,14,0,0,2,3,0,1,2,1,495,6.204557763,0,Summer
12,15,0,0,2,3,0,1,2,1,488,6.190315406,0,Summer
13,1,0,0,1,1,3,2,1,1,478,6.169610732,0,Summer
13,2,0,0,1,1,3,2,1,1,520,6.253828812,0,Summer
13,3,0,0,1,1,3,2,1,1,538,6.28785856,0,Summer
13,4,0,0,1,1,3,2,1,1,594,6.386879319,0,Summer
13,5,0,0,1,1,3,2,1,1,593,6.385194399,0,Summer
13,6,0,0,1,1,3,2,1,1,610,6.413458957,0,Summer
13,7,0,0,1,1,3,2,1,1,630,6.445719819,0,Summer
13,8,0,0,1,1,3,2,1,1,626,6.439350371,0,Summer
13,9,0,0,1,1,3,2,1,1,595,6.388561406,0,Summer
13,10,0,0,1,1,3,2,1,1,561,6.329720906,0,Summer
13,11,0,0,1,1,3,2,1,1,586,6.37331979,0,Summer
13,12,0,0,1,1,3,2,1,1,587,6.37502482,0,Summer
13,13,0,0,1,1,3,2,1,1,551,6.311734809,0,Summer
14,1,0,0,1,1,3,1,2,1,572,6.349138991,0,Summer
14,2,0,0,1,1,3,1,2,1,847,6.741700695,0,Summer
14,3,0,0,1,1,3,1,2,1,946,6.852242569,0,Summer
14,4,0,0,1,1,3,1,2,1,970,6.877296071,0,Summer
14,5,0,0,1,1,3,1,2,1,989,6.896694332,0,Summer
14,6,0,0,1,1,3,1,2,1,1029,6.936342736,1,Summer
14,7,0,0,1,1,3,1,2,1,1033,6.940222469,1,Summer
14,8,0,0,1,1,3,1,2,1,1034,6.941190055,1,Summer
14,9,0,0,1,1,3,1,2,1,1061,6.966967139,1,Summer
14,10,0,0,1,1,3,1,2,1,1059,6.965080346,1,Summer
14,11,0,0,1,1,3,1,2,1,1068,6.97354302,1,Summer
14,12,0,0,1,1,3,1,2,1,836,6.728628613,0,Summer
15,1,0,0,2,3,0,1,2,1,492,6.198478716,0,Summer
15,2,0,0,2,3,0,1,2,1,503,6.22059017,0,Summer
15,3,0,0,2,3,0,1,2,1,521,6.255750042,0,Summer
15,4,0,0,2,3,0,1,2,1,545,6.300785795,0,Summer
15,5,0,0,2,3,0,1,2,1,534,6.280395839,0,Summer
15,6,0,0,2,3,0,1,2,1,539,6.289715571,0,Summer
15,7,0,0,2,3,0,1,2,1,529,6.270988432,0,Summer
15,8,0,0,2,3,0,1,2,1,562,6.33150185,0,Summer
15,9,0,0,2,3,0,1,2,1,546,6.302618976,0,Summer
15,10,0,0,2,3,0,1,2,1,551,6.311734809,0,Summer
15,11,0,0,2,3,0,1,2,1,569,6.343880434,0,Summer
15,12,0,0,2,3,0,1,2,1,574,6.352629396,0,Summer
15,13,0,0,2,3,0,1,2,1,546,6.302618976,0,Summer
15,14,0,0,2,3,0,1,2,1,569,6.343880434,0,Summer
15,15,0,0,2,3,0,1,2,1,528,6.269096284,0,Summer
15,16,1,2,0,1,6,2,1,3,1655,7.411556288,1,
15,17,1,2,0,1,6,2,1,3,1630,7.396335294,1,
15,18,1,2,0,1,6,2,1,3,1558,7.351158226,1,
15,19,1,2,0,1,6,2,1,3,1558,7.351158226,1,
15,20,1,2,0,1,6,2,1,3,1556,7.349873705,1,
15,21,1,2,0,1,6,2,1,3,1546,7.343426229,1,
15,22,1,2,0,1,6,2,1,3,1460,7.286191715,1,
15,23,1,2,0,1,6,2,1,3,1409,7.250635512,1,
15,24,1,2,0,1,6,2,1,3,1407,7.249215057,1,
15,25,1,2,0,1,6,2,1,3,1404,7.247080585,1,
15,26,1,2,0,1,6,2,1,3,1394,7.239932591,1,
15,27,1,2,0,1,6,2,1,3,1390,7.237059026,1,
15,28,1,2,0,1,6,2,1,3,1367,7.220373837,1,
15,29,1,2,0,1,6,2,1,3,1365,7.218909708,1,
15,30,1,2,0,1,6,2,1,3,1359,7.214504414,1,
15,31,1,2,0,1,6,2,1,3,1343,7.202661197,1,
15,32,1,2,0,1,6,2,1,3,1342,7.201916318,1,
15,33,1,2,0,1,6,2,1,3,1342,7.201916318,1,
15,34,1,2,0,1,6,2,1,3,1333,7.19518732,1,
15,35,1,2,0,1,6,2,1,3,1322,7.18690102,1,
15,36,1,2,0,1,6,2,1,3,1312,7.17930797,1,
15,37,1,2,0,1,6,2,1,3,1278,7.153051635,1,
15,38,1,2,0,1,6,2,1,3,1275,7.150701458,1,
16,1,0,0,2,3,0,1,2,1,578,6.359573869,0,Summer
16,2,0,0,2,3,0,1,2,1,670,6.507277712,0,Summer
16,3,0,0,2,3,0,1,2,1,654,6.483107351,0,Summer
16,4,0,0,2,3,0,1,2,1,646,6.470799504,0,Summer
16,5,0,0,2,3,0,1,2,1,620,6.429719478,0,Summer
16,6,0,0,2,3,0,1,2,1,586,6.37331979,0,Summer
16,7,0,0,2,3,0,1,2,1,615,6.421622268,0,Summer
16,8,0,0,2,3,0,1,2,1,598,6.393590754,0,Summer
16,9,0,0,2,3,0,1,2,1,633,6.450470422,0,Summer
16,10,0,0,2,3,0,1,2,1,642,6.464588304,0,Summer
16,11,0,0,2,3,0,1,2,1,664,6.498282149,0,Summer
16,12,0,0,2,3,0,1,2,1,643,6.466144724,0,Summer
16,13,0,0,2,3,0,1,2,1,556,6.320768294,0,Summer
16,14,0,0,2,3,0,1,2,1,589,6.378426184,0,Summer
16,15,0,0,2,3,0,1,2,1,559,6.326149473,0,Summer
16,16,0,0,2,3,0,1,2,1,528,6.269096284,0,Summer
16,17,0,0,2,3,0,1,2,1,481,6.17586727,0,Summer
17,1,0,0,1,1,3,2,1,2,489,6.192362489,0,Summer
17,2,0,0,1,1,3,2,1,2,522,6.257667588,0,Summer
17,3,0,0,1,1,3,2,1,2,523,6.259581464,0,Summer
17,4,0,0,1,1,3,2,1,2,577,6.357842267,0,Summer
17,5,0,0,1,1,3,2,1,2,541,6.293419279,0,Summer
17,6,0,0,1,1,3,2,1,2,522,6.257667588,0,Summer
17,7,0,0,1,1,3,2,1,2,553,6.315358002,0,Summer
17,8,0,0,1,1,3,2,1,2,531,6.274762021,0,Summer
17,9,0,0,1,1,3,2,1,2,553,6.315358002,0,Summer
17,10,0,0,1,1,3,2,1,2,549,6.308098442,0,Summer
17,11,0,0,1,1,3,2,1,2,575,6.354370041,0,Summer
17,12,0,0,1,1,3,2,1,2,577,6.357842267,0,Summer
17,13,0,0,1,1,3,2,1,2,551,6.311734809,0,Summer
17,14,0,0,1,1,3,2,1,2,552,6.313548046,0,Summer
17,15,0,0,1,1,3,2,1,2,571,6.34738921,0,Summer
17,16,0,0,1,1,3,2,1,2,490,6.194405391,0,Summer
18,1,0,0,1,1,3,2,1,1,552,6.313548046,0,Summer
18,2,0,0,1,1,3,2,1,1,590,6.380122537,0,Summer
18,3,0,0,1,1,3,2,1,1,611,6.415096959,0,Summer
18,4,0,0,1,1,3,2,1,1,625,6.43775165,0,Summer
18,5,0,0,1,1,3,2,1,1,636,6.455198563,0,Summer
18,6,0,0,1,1,3,2,1,1,629,6.444131257,0,Summer
18,7,0,0,1,1,3,2,1,1,612,6.416732283,0,Summer
18,8,0,0,1,1,3,2,1,1,631,6.447305863,0,Summer
18,9,0,0,1,1,3,2,1,1,601,6.398594935,0,Summer
19,1,0,0,2,3,0,1,2,1,523,6.259581464,0,Summer
19,2,0,0,2,3,0,1,2,1,534,6.280395839,0,Summer
19,3,0,0,2,3,0,1,2,1,554,6.317164687,0,Summer
19,4,0,0,2,3,0,1,2,1,555,6.318968114,0,Summer
19,5,0,0,2,3,0,1,2,1,560,6.327936784,0,Summer
19,6,0,0,2,3,0,1,2,1,529,6.270988432,0,Summer
19,7,0,0,2,3,0,1,2,1,541,6.293419279,0,Summer
19,8,0,0,2,3,0,1,2,1,566,6.338594078,0,Summer
19,9,0,0,2,3,0,1,2,1,560,6.327936784,0,Summer
19,10,0,0,2,3,0,1,2,1,581,6.364750757,0,Summer
19,11,0,0,2,3,0,1,2,1,583,6.368187186,0,Summer
19,12,0,0,2,3,0,1,2,1,561,6.329720906,0,Summer
19,13,0,0,2,3,0,1,2,1,552,6.313548046,0,Summer
19,14,0,0,2,3,0,1,2,1,540,6.29156914,0,Summer
20,1,0,0,2,3,0,1,2,2,573,6.350885717,0,Summer
20,2,0,0,2,3,0,1,2,2,553,6.315358002,0,Summer
20,3,0,0,2,3,0,1,2,2,561,6.329720906,0,Summer
20,4,0,0,2,3,0,1,2,2,554,6.317164687,0,Summer
20,5,0,0,2,3,0,1,2,2,537,6.285998095,0,Summer
20,6,0,0,2,3,0,1,2,2,558,6.324358962,0,Summer
20,7,0,0,2,3,0,1,2,2,568,6.342121419,0,Summer
20,8,0,0,2,3,0,1,2,2,572,6.349138991,0,Summer
20,9,0,0,2,3,0,1,2,2,544,6.298949247,0,Summer
20,10,0,0,2,3,0,1,2,2,523,6.259581464,0,Summer
20,11,0,0,2,3,0,1,2,2,543,6.29710932,0,Summer
20,12,0,0,2,3,0,1,2,2,528,6.269096284,0,Summer
20,13,0,0,2,3,0,1,2,2,544,6.298949247,0,Summer
20,14,0,0,2,3,0,1,2,2,507,6.228511004,0,Summer
21,1,0,0,1,1,3,1,1,1,464,6.139884552,0,Summer
21,2,0,0,1,1,3,1,1,1,473,6.159095388,0,Summer
21,3,0,0,1,1,3,1,1,1,524,6.261491684,0,Summer
21,4,0,0,1,1,3,1,1,1,535,6.282266747,0,Summer
21,5,0,0,1,1,3,1,1,1,570,6.345636361,0,Summer
21,6,0,0,1,1,3,1,1,1,576,6.356107661,0,Summer
21,7,0,0,1,1,3,1,1,1,559,6.326149473,0,Summer
21,8,0,0,1,1,3,1,1,1,586,6.37331979,0,Summer
21,9,0,0,1,1,3,1,1,1,558,6.324358962,0,Summer
21,10,0,0,1,1,3,1,1,1,580,6.363028104,0,Summer
21,11,0,0,1,1,3,1,1,1,581,6.364750757,0,Summer
21,12,0,0,1,1,3,1,1,1,596,6.390240667,0,Summer
21,13,0,0,1,1,3,1,1,1,597,6.391917113,0,Summer
21,14,0,0,1,1,3,1,1,1,576,6.356107661,0,Summer
21,15,0,0,1,1,3,1,1,1,596,6.390240667,0,Summer
21,16,0,0,1,1,3,1,1,1,601,6.398594935,0,Summer
22,1,0,0,1,1,4,1,1,1,481,6.17586727,0,Summer
22,2,0,0,1,1,4,1,1,1,912,6.81563999,0,Summer
22,3,0,0,1,1,4,1,1,1,1199,7.089243155,1,Summer
22,4,0,0,1,1,4,1,1,1,1368,7.221105098,1,Summer
22,5,0,0,1,1,4,1,1,1,1346,7.20489251,1,Summer
22,6,0,0,1,1,4,1,1,1,1336,7.197435354,1,Summer
22,7,0,0,1,1,4,1,1,1,1394,7.239932591,1,Summer
22,8,0,0,1,1,4,1,1,1,1386,7.23417718,1,Summer
22,9,0,0,1,1,4,1,1,1,1418,7.257002707,1,Summer
22,10,0,0,1,1,4,1,1,1,1461,7.286876412,1,Summer
22,11,0,0,1,1,4,1,1,1,1451,7.280008253,1,Summer
22,12,0,0,1,1,4,1,1,1,1444,7.275172319,1,Summer
22,13,0,0,1,1,4,1,1,1,1352,7.209340257,1,Summer
23,1,0,0,2,3,1,1,2,1,650,6.476972363,0,Summer
23,2,0,0,2,3,1,1,2,1,661,6.49375384,0,Summer
23,3,0,0,2,3,1,1,2,1,631,6.447305863,0,Summer
23,4,0,0,2,3,1,1,2,1,634,6.452048954,0,Summer
23,5,0,0,2,3,1,1,2,1,635,6.453624999,0,Summer
23,6,0,0,2,3,1,1,2,1,639,6.459904454,0,Summer
23,7,0,0,2,3,1,1,2,1,614,6.419994928,0,Summer
23,8,0,0,2,3,1,1,2,1,596,6.390240667,0,Summer
23,9,0,0,2,3,1,1,2,1,603,6.401917197,0,Summer
23,10,0,0,2,3,1,1,2,1,584,6.369900983,0,Summer
23,11,0,0,2,3,1,1,2,1,601,6.398594935,0,Summer
23,12,0,0,2,3,1,1,2,1,608,6.410174882,0,Summer
23,13,0,0,2,3,1,1,2,1,618,6.426488457,0,Summer
23,14,0,0,2,3,1,1,2,1,585,6.371611847,0,Summer
24,1,0,0,2,3,1,1,2,1,587,6.37502482,0,Summer
24,2,0,0,2,3,1,1,2,1,613,6.418364936,0,Summer
24,3,0,0,2,3,1,1,2,1,618,6.426488457,0,Summer
24,4,0,0,2,3,1,1,2,1,626,6.439350371,0,Summer
24,5,0,0,2,3,1,1,2,1,616,6.423246964,0,Summer
24,6,0,0,2,3,1,1,2,1,604,6.403574198,0,Summer
24,7,0,0,2,3,1,1,2,1,590,6.380122537,0,Summer
24,8,0,0,2,3,1,1,2,1,603,6.401917197,0,Summer
24,9,0,0,2,3,1,1,2,1,591,6.381816017,0,Summer
24,10,0,0,2,3,1,1,2,1,607,6.408528791,0,Summer
24,11,0,0,2,3,1,1,2,1,595,6.388561406,0,Summer
24,12,0,0,2,3,1,1,2,1,587,6.37502482,0,Summer
24,13,0,0,2,3,1,1,2,1,601,6.398594935,0,Summer
24,14,0,0,2,3,1,1,2,1,611,6.415096959,0,Summer
24,15,0,0,2,3,1,1,2,1,638,6.458338283,0,Summer
24,16,0,0,2,3,1,1,2,1,626,6.439350371,0,Summer
25,1,0,0,1,1,4,1,2,1,616,6.423246964,0,Summer
25,2,0,0,1,1,4,1,2,1,769,6.64509097,0,Summer
25,3,0,0,1,1,4,1,2,1,821,6.710523109,0,Summer
25,4,0,0,1,1,4,1,2,1,892,6.793466133,0,Summer
25,5,0,0,1,1,4,1,2,1,919,6.823286122,0,Summer
25,6,0,0,1,1,4,1,2,1,952,6.858565035,0,Summer
25,7,0,0,1,1,4,1,2,1,940,6.845879875,0,Summer
25,8,0,0,1,1,4,1,2,1,940,6.845879875,0,Summer
25,9,0,0,1,1,4,1,2,1,939,6.844815479,0,Summer
25,10,0,0,1,1,4,1,2,1,562,6.33150185,0,Summer
25,11,1,2,0,1,6,1,1,3,1282,7.156176637,1,
25,12,1,2,0,1,6,1,1,2,1277,7.152268856,1,
25,13,1,2,0,1,6,1,1,3,1265,7.142827401,1,
26,1,0,0,1,1,3,1,1,2,493,6.200509174,0,Summer
26,2,0,0,1,1,3,1,1,2,668,6.504288174,0,Summer
26,3,0,0,1,1,3,1,1,2,777,6.65544035,0,Summer
26,4,0,0,1,1,3,1,1,2,890,6.791221463,0,Summer
26,5,0,0,1,1,3,1,1,2,957,6.863803391,0,Summer
26,6,0,0,1,1,3,1,1,2,1003,6.910750788,1,Summer
26,7,0,0,1,1,3,1,1,2,1056,6.962243464,1,Summer
26,8,0,0,1,1,3,1,1,2,1098,7.001245622,1,Summer
26,9,0,0,1,1,3,1,1,2,1091,6.994849986,1,Summer
26,10,0,0,1,1,3,1,1,2,1092,6.995766156,1,Summer
26,11,0,0,1,1,3,1,1,2,1091,6.994849986,1,Summer
26,12,0,0,1,1,3,1,1,2,1116,7.017506143,1,Summer
26,13,0,0,1,1,3,1,1,2,1085,6.989335266,1,Summer
26,14,0,0,1,1,3,1,1,2,807,6.693323668,0,Summer
26,15,1,2,0,1,6,2,1,3,1734,7.458186157,1,
26,16,1,2,0,1,6,2,1,3,1515,7.323170718,1,
26,17,1,2,0,1,6,2,1,3,1497,7.311218384,1,
26,18,1,2,0,1,6,2,1,3,1481,7.300472814,1,
26,19,1,2,0,1,6,2,1,3,1354,7.210818453,1,
26,20,1,2,0,1,6,2,1,3,1350,7.207859871,1,
26,21,1,2,0,1,6,2,1,3,1348,7.206377291,1,
26,22,1,2,0,1,6,2,1,3,1342,7.201916318,1,
26,23,1,2,0,1,6,2,1,3,1331,7.193685818,1,
26,24,1,2,0,1,6,2,1,3,1323,7.187657164,1,
26,25,1,2,0,1,6,2,1,3,1308,7.176254532,1,
26,26,1,2,0,1,6,2,1,3,1292,7.163946684,1,
